user_id,gender,age_group,country,profession,education_level,tech_experience_level,ai_tool_primary,purpose_of_ai_use,hours_spent_per_day_on_ai,frequency_of_use_weekly,months_using_ai,task_complexity_level,verification_frequency,confidence_in_ai_outputs,critical_thinking_self_rating,privacy_awareness_level,shares_personal_info_with_ai,reads_ai_related_news,critical_thinking_risk_score,ai_overdependence_risk,incorrect_info_risk_score,privacy_concern_level
USER_00142,Male,25-35,France,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.67,Daily,15,Complex,Often,9,7,5,Sometimes,Often,4.5,7.2,4.9,5.4
USER_00143,Female,46-55,Japan,Teacher,Bachelor Degree,Intermediate,Grammarly,Work Tasks,2.34,3-4 times/week,10,Moderate,Always,5,8,7,Never,Sometimes,3.7,4.1,4,7.9
USER_00144,Male,55-65,Brazil,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.67,1-2 times/week,3,Simple,Sometimes,6,4,4,Often,Rarely,6.6,2.9,6.9,4.2
USER_00145,Female,26-35,Mexico,Data Scientist,PhD,Expert,ChatGPT,Research,6.78,Daily,22,Very Complex,Always,6,9,7,Never,Daily,2.9,9.1,3.2,7.7
USER_00146,Male,36-45,South Korea,Lawyer,Master Degree,Advanced,Claude,Research,3.23,5-6 times/week,13,Complex,Always,5,9,9,Never,Often,2.8,5.7,3.4,9.1
USER_00147,Female,18-25,Netherlands,Student,High School,Beginner,ChatGPT,Learning,2.87,Daily,6,Simple,Sometimes,8,3,3,Often,Rarely,7.1,5.1,7.5,3.3
USER_00148,Male,46-55,Sweden,Writer,Bachelor Degree,Advanced,Jasper,Content Creation,5.45,Daily,19,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,7.7,5.8,4.8
USER_00149,Female,55-65,Singapore,Project Manager,Master Degree,Intermediate,Notion AI,Work Tasks,2.45,3-4 times/week,9,Moderate,Often,5,8,8,Sometimes,Sometimes,4.2,4.2,4.4,8.1
USER_00150,Male,26-35,UAE,Analyst,Bachelor Degree,Advanced,Perplexity,Research,4.56,Daily,16,Complex,Often,7,8,5,Rarely,Often,4.3,7,4.8,5.9
USER_00151,Female,36-45,USA,Marketing Manager,Master Degree,Intermediate,Copy.ai,Content Creation,4.12,5-6 times/week,14,Complex,Sometimes,7,7,6,Sometimes,Often,5,6.6,5.5,6.3
USER_00152,Male,18-25,Canada,Student,Some College,Intermediate,Claude,Academic Work,3.34,Daily,7,Moderate,Sometimes,6,6,5,Sometimes,Sometimes,5.4,5.7,5.8,5.3
USER_00153,Female,25-35,UK,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.23,Daily,20,Very Complex,Often,8,8,6,Rarely,Daily,3.9,8.6,4.7,6.8
USER_00154,Male,46-55,Germany,Consultant,PhD,Advanced,Multiple Tools,Business Analysis,4.01,5-6 times/week,11,Complex,Sometimes,6,8,8,Sometimes,Often,4.6,6.3,5,8
USER_00155,Female,55-65,Australia,Doctor,Master Degree,Intermediate,ChatGPT,Research,2.23,3-4 times/week,5,Complex,Always,4,9,9,Never,Often,2.8,3.8,3.3,9.2
USER_00156,Male,26-35,India,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.12,Daily,18,Complex,Often,9,6,4,Sometimes,Often,4.8,7.5,5.4,5
USER_00157,Female,36-45,France,Software Developer,Master Degree,Expert,Multiple Tools,Work Tasks,7.34,Daily,21,Very Complex,Often,8,9,6,Rarely,Daily,3.7,9.2,4.6,6.9
USER_00158,Male,18-25,Japan,Student,High School,Beginner,ChatGPT,Learning,2.65,Daily,4,Simple,Rarely,9,2,1,Often,Never,9.3,4.5,9.5,1.7
USER_00159,Female,46-55,Brazil,Designer,Bachelor Degree,Advanced,Midjourney,Creative Projects,4.23,Daily,15,Moderate,Often,8,6,5,Sometimes,Often,4.8,6.8,5.3,5.7
USER_00160,Male,55-65,Mexico,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.98,1-2 times/week,6,Moderate,Often,4,6,8,Rarely,Rarely,4.9,3.4,4.9,8
USER_00161,Female,26-35,South Korea,Writer,Master Degree,Advanced,Jasper,Content Creation,5.67,Daily,17,Complex,Sometimes,9,7,4,Sometimes,Often,4.6,8,5.9,4.7
USER_00162,Male,36-45,Netherlands,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,3.56,5-6 times/week,12,Moderate,Often,6,7,7,Sometimes,Sometimes,4.4,5.9,4.6,7.1
USER_00163,Female,18-25,Sweden,Student,Some College,Intermediate,Claude,Academic Work,3.01,5-6 times/week,9,Moderate,Sometimes,6,7,8,Sometimes,Sometimes,5.2,5.4,5.5,7.6
USER_00164,Male,25-35,Singapore,Data Scientist,PhD,Expert,ChatGPT,Research,6.45,Daily,23,Very Complex,Always,6,9,7,Never,Daily,2.9,8.9,3.3,7.8
USER_00165,Female,46-55,UAE,Teacher,Master Degree,Intermediate,Grammarly,Work Tasks,2.12,3-4 times/week,8,Moderate,Always,5,8,8,Never,Sometimes,3.8,3.9,4.1,8.2
USER_00166,Male,55-65,USA,Consultant,Bachelor Degree,Advanced,Claude,Business Analysis,3.78,5-6 times/week,14,Complex,Sometimes,6,7,8,Sometimes,Often,4.8,6.1,5.2,8.3
USER_00167,Female,26-35,Canada,Researcher,PhD,Expert,Perplexity,Research,5.34,Daily,24,Very Complex,Always,5,9,8,Never,Daily,2.6,7.6,3,8.7
USER_00168,Male,36-45,UK,Entrepreneur,Bachelor Degree,Advanced,Multiple Tools,Business Analysis,6.12,Daily,19,Very Complex,Often,8,8,6,Sometimes,Daily,4,8.3,4.9,6.8
USER_00169,Female,18-25,Germany,Student,High School,Beginner,ChatGPT,Learning,2.89,Daily,5,Simple,Sometimes,7,4,3,Often,Rarely,6.8,5,7.2,3.4
USER_00170,Male,46-55,Australia,Engineer,Master Degree,Expert,Copilot,Work Tasks,5.78,Daily,16,Very Complex,Often,7,9,6,Rarely,Daily,4,7.9,4.5,6.9
USER_00171,Female,55-65,India,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.76,1-2 times/week,4,Simple,Sometimes,6,5,5,Often,Rarely,6.3,3,6.6,5
USER_00172,Male,26-35,France,Marketing Manager,Bachelor Degree,Advanced,Copy.ai,Content Creation,4.45,5-6 times/week,13,Complex,Sometimes,8,6,5,Sometimes,Often,5.2,6.9,5.7,5.6
USER_00173,Female,36-45,Japan,Lawyer,PhD,Advanced,Claude,Research,2.67,3-4 times/week,10,Complex,Always,4,9,9,Never,Often,2.9,4.3,3.4,9.1
USER_00174,Male,18-25,Brazil,Student,Some College,Intermediate,ChatGPT,Academic Work,3.23,Daily,8,Moderate,Sometimes,7,5,4,Sometimes,Sometimes,5.7,5.6,6,4.6
USER_00175,Female,25-35,Mexico,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.56,Daily,18,Complex,Often,8,7,5,Sometimes,Often,4.7,7.1,5.2,5.5
USER_00176,Male,46-55,South Korea,Doctor,PhD,Intermediate,ChatGPT,Research,2.01,3-4 times/week,7,Complex,Always,4,9,9,Never,Often,2.7,3.7,3.4,9.3
USER_00177,Female,55-65,Netherlands,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.87,1-2 times/week,3,Moderate,Often,5,6,7,Rarely,Sometimes,4.7,3.1,4.7,7.4
USER_00178,Male,26-35,Sweden,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.23,Daily,15,Complex,Often,9,6,4,Sometimes,Often,4.7,7.6,5.3,4.9
USER_00179,Female,36-45,Singapore,Project Manager,Master Degree,Intermediate,Notion AI,Work Tasks,3.45,5-6 times/week,11,Moderate,Often,6,8,6,Sometimes,Sometimes,4.3,6,4.5,6.7
USER_00180,Male,18-25,UAE,Student,High School,Beginner,ChatGPT,Learning,2.78,Daily,6,Simple,Rarely,8,3,2,Often,Never,8.4,4.8,8.6,2.5
USER_00181,Female,25-35,USA,Data Scientist,PhD,Expert,ChatGPT,Research,6.67,Daily,22,Very Complex,Always,6,9,7,Never,Daily,2.9,8.9,3.2,7.9
USER_00182,Male,46-55,Canada,Writer,Bachelor Degree,Advanced,Jasper,Content Creation,5.45,Daily,17,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,7.8,5.8,4.8
USER_00183,Female,55-65,UK,Teacher,Master Degree,Intermediate,Grammarly,Work Tasks,2.34,3-4 times/week,9,Moderate,Always,5,8,8,Never,Sometimes,3.6,4.1,3.9,8.1
USER_00184,Male,26-35,Germany,Analyst,Bachelor Degree,Advanced,Perplexity,Research,4.23,Daily,14,Complex,Often,7,8,5,Rarely,Often,4.4,6.8,4.9,5.9
USER_00185,Female,36-45,Australia,Consultant,Master Degree,Advanced,Claude,Business Analysis,3.67,5-6 times/week,12,Complex,Sometimes,6,8,8,Sometimes,Often,4.7,6,5.1,8.2
USER_00186,Male,18-25,India,Student,Some College,Intermediate,ChatGPT,Academic Work,3.12,Daily,7,Moderate,Sometimes,6,6,4,Sometimes,Sometimes,5.5,5.5,5.8,4.4
USER_00187,Female,46-55,France,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.01,Daily,19,Very Complex,Often,7,8,6,Rarely,Daily,4,8.2,4.6,6.8
USER_00188,Male,55-65,Japan,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.65,1-2 times/week,4,Simple,Sometimes,6,4,4,Often,Rarely,6.5,2.9,6.8,4.3
USER_00189,Female,26-35,Brazil,Marketing Manager,Master Degree,Advanced,Copy.ai,Content Creation,4.34,5-6 times/week,16,Complex,Sometimes,7,7,5,Sometimes,Often,5.1,6.7,5.6,5.7
USER_00190,Male,36-45,Mexico,Software Developer,Bachelor Degree,Expert,Multiple Tools,Work Tasks,7.12,Daily,20,Very Complex,Often,8,9,6,Rarely,Daily,3.8,9,4.7,6.9
USER_00191,Female,18-25,South Korea,Student,High School,Beginner,ChatGPT,Learning,2.67,Daily,5,Simple,Sometimes,8,3,3,Often,Rarely,7,4.9,7.3,3.2
USER_00192,Male,25-35,Netherlands,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.78,Daily,18,Complex,Often,9,7,5,Sometimes,Often,4.6,7.3,5,5.3
USER_00193,Female,46-55,Sweden,Doctor,PhD,Advanced,ChatGPT,Research,2.45,3-4 times/week,8,Complex,Always,4,9,9,Never,Often,2.8,4,3.5,9.2
USER_00194,Male,55-65,Singapore,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.89,1-2 times/week,6,Moderate,Often,4,6,8,Rarely,Rarely,4.8,3.3,4.8,8.1
USER_00195,Female,26-35,UAE,Researcher,PhD,Expert,Claude,Research,5.56,Daily,21,Very Complex,Always,5,9,8,Never,Daily,2.5,7.8,2.9,8.8
USER_00196,Male,36-45,USA,Entrepreneur,Bachelor Degree,Advanced,Multiple Tools,Business Analysis,6.23,Daily,16,Very Complex,Often,8,8,6,Sometimes,Daily,4.1,8.4,4.8,6.8
USER_00197,Female,18-25,Canada,Student,Some College,Intermediate,Claude,Academic Work,3.01,5-6 times/week,9,Moderate,Sometimes,6,7,5,Sometimes,Sometimes,5.3,5.4,5.6,5.2
USER_00198,Male,46-55,UK,Writer,Master Degree,Advanced,Jasper,Content Creation,5.34,Daily,15,Complex,Sometimes,8,7,4,Sometimes,Often,4.8,7.7,5.7,4.9
USER_00199,Female,55-65,Germany,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,2.23,3-4 times/week,7,Moderate,Often,5,8,8,Sometimes,Sometimes,4.1,3.9,4.3,8.3
USER_00200,Male,26-35,Australia,Content Creator,Master Degree,Advanced,DALL-E,Creative Projects,5.12,Daily,17,Complex,Often,9,6,4,Sometimes,Often,4.7,7.5,5.3,5
USER_00201,Female,36-45,India,Marketing Manager,Bachelor Degree,Advanced,Copy.ai,Content Creation,4.23,5-6 times/week,13,Complex,Sometimes,7,7,6,Sometimes,Often,5.1,6.8,5.6,6.2
USER_00202,Male,18-25,France,Student,High School,Beginner,ChatGPT,Learning,2.89,Daily,4,Simple,Rarely,9,2,1,Often,Never,9.2,4.7,9.4,1.8
USER_00203,Female,25-35,Japan,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.45,Daily,19,Very Complex,Often,8,8,6,Rarely,Daily,3.8,8.8,4.6,6.7
USER_00204,Male,46-55,Brazil,Consultant,Master Degree,Advanced,Perplexity,Business Analysis,3.78,5-6 times/week,12,Complex,Sometimes,6,8,8,Sometimes,Often,4.6,6.1,5,8.1
USER_00205,Female,55-65,Mexico,Teacher,Bachelor Degree,Intermediate,Grammarly,Work Tasks,2.12,3-4 times/week,10,Moderate,Always,5,8,7,Never,Sometimes,3.7,3.8,4,7.8
USER_00206,Male,26-35,South Korea,Data Scientist,PhD,Expert,ChatGPT,Research,6.78,Daily,23,Very Complex,Always,6,9,7,Never,Daily,2.9,9.1,3.3,7.8
USER_00207,Female,36-45,Netherlands,Lawyer,Master Degree,Advanced,Claude,Research,3.12,5-6 times/week,11,Complex,Always,5,9,9,Never,Often,2.8,5.5,3.4,9.1
USER_00208,Male,18-25,Sweden,Student,Some College,Intermediate,ChatGPT,Academic Work,3.34,Daily,8,Moderate,Sometimes,7,5,4,Sometimes,Sometimes,5.8,5.7,6.1,4.7
USER_00209,Female,46-55,Singapore,Designer,Bachelor Degree,Advanced,Midjourney,Creative Projects,4.45,Daily,14,Moderate,Often,8,6,5,Sometimes,Often,4.9,6.9,5.4,5.6
USER_00210,Male,55-65,UAE,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.78,1-2 times/week,5,Simple,Sometimes,6,4,4,Often,Rarely,6.4,3.1,6.7,4.2
USER_00211,Female,26-35,USA,Analyst,Master Degree,Advanced,Multiple Tools,Research,4.56,Daily,16,Complex,Often,7,8,6,Rarely,Often,4.3,7.1,4.8,6.1
USER_00212,Male,36-45,Canada,Software Developer,Bachelor Degree,Expert,Copilot,Work Tasks,7.23,Daily,21,Very Complex,Often,9,8,6,Sometimes,Daily,4.2,9.1,5.6,6.9
USER_00213,Female,18-25,UK,Student,High School,Beginner,ChatGPT,Learning,2.76,Daily,6,Simple,Sometimes,8,3,2,Often,Rarely,7.1,5,7.4,3.1
USER_00214,Male,25-35,Germany,Writer,Master Degree,Advanced,Jasper,Content Creation,5.67,Daily,18,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,7.9,5.8,4.8
USER_00215,Female,46-55,Australia,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,3.23,5-6 times/week,9,Moderate,Often,6,8,7,Sometimes,Sometimes,4.4,5.7,4.6,7
USER_00216,Male,55-65,India,Doctor,PhD,Intermediate,ChatGPT,Research,2.01,3-4 times/week,7,Complex,Always,4,9,9,Never,Often,2.7,3.6,3.3,9.3
USER_00217,Female,26-35,France,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.34,Daily,15,Complex,Often,9,6,4,Sometimes,Often,4.8,7.7,5.4,4.9
USER_00218,Male,36-45,Japan,Entrepreneur,Master Degree,Expert,Multiple Tools,Business Analysis,6.12,Daily,20,Very Complex,Often,8,9,6,Sometimes,Daily,4,8.3,4.9,6.8
USER_00219,Female,18-25,Brazil,Student,Some College,Intermediate,Claude,Academic Work,3.12,Daily,7,Moderate,Sometimes,6,6,5,Sometimes,Sometimes,5.4,5.5,5.7,5.3
USER_00220,Male,46-55,Mexico,Marketing Manager,Bachelor Degree,Advanced,Copy.ai,Content Creation,4.34,5-6 times/week,12,Complex,Sometimes,7,7,5,Sometimes,Often,5.2,6.7,5.7,5.7
USER_00221,Female,55-65,South Korea,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.87,1-2 times/week,4,Moderate,Often,5,6,8,Rarely,Sometimes,4.6,3.2,4.7,8
USER_00222,Male,26-35,Netherlands,Engineer,Bachelor Degree,Expert,Multiple Tools,Work Tasks,6.45,Daily,19,Very Complex,Often,7,8,6,Rarely,Daily,4,8.7,4.6,6.8
USER_00223,Female,36-45,Sweden,Consultant,Master Degree,Advanced,Perplexity,Business Analysis,3.89,5-6 times/week,13,Complex,Sometimes,6,8,8,Sometimes,Often,4.7,6.2,5.1,8.2
USER_00224,Male,18-25,Singapore,Student,High School,Beginner,ChatGPT,Learning,2.65,Daily,5,Simple,Rarely,8,3,2,Often,Never,8.3,4.6,8.5,2.6
USER_00225,Female,25-35,UAE,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.67,Daily,17,Complex,Often,8,7,5,Sometimes,Often,4.7,7.2,5.1,5.4
USER_00226,Male,46-55,USA,Researcher,PhD,Expert,Claude,Research,5.23,Daily,22,Very Complex,Always,5,9,8,Never,Daily,2.6,7.6,3,8.7
USER_00227,Female,55-65,Canada,Teacher,Bachelor Degree,Intermediate,Grammarly,Work Tasks,2.34,3-4 times/week,8,Moderate,Always,5,8,7,Never,Sometimes,3.8,4,4.1,7.9
USER_00228,Male,26-35,UK,Data Scientist,Bachelor Degree,Expert,ChatGPT,Research,6.56,Daily,21,Very Complex,Often,7,8,6,Sometimes,Daily,3.9,8.8,4.4,6.7
USER_00229,Female,36-45,Germany,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,2.12,3-4 times/week,6,Simple,Sometimes,6,5,5,Often,Rarely,6.1,3.8,6.4,5.1
USER_00230,Male,18-25,Australia,Student,Some College,Intermediate,Claude,Learning,3.23,Daily,9,Moderate,Sometimes,6,7,4,Sometimes,Sometimes,5.5,5.6,5.8,4.6
USER_00231,Female,25-35,India,Writer,Master Degree,Advanced,Jasper,Content Creation,5.45,Daily,16,Complex,Sometimes,9,7,4,Sometimes,Often,4.7,7.8,5.6,4.9
USER_00232,Male,46-55,France,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,3.67,5-6 times/week,11,Moderate,Often,6,8,7,Sometimes,Sometimes,4.3,6,4.5,7.1
USER_00233,Female,55-65,Japan,Doctor,PhD,Advanced,ChatGPT,Research,2.23,3-4 times/week,5,Complex,Always,4,9,9,Never,Often,2.8,3.7,3.3,9.2
USER_00234,Male,26-35,Brazil,Analyst,Bachelor Degree,Advanced,Perplexity,Research,4.34,Daily,14,Complex,Often,7,8,5,Rarely,Often,4.4,6.9,4.9,5.9
USER_00235,Female,36-45,Mexico,Marketing Manager,Master Degree,Intermediate,Copy.ai,Content Creation,4.12,5-6 times/week,12,Complex,Sometimes,7,7,6,Sometimes,Often,5,6.5,5.5,6.3
USER_00236,Male,18-25,South Korea,Student,High School,Beginner,ChatGPT,Academic Work,2.89,Daily,4,Simple,Rarely,8,2,1,Often,Never,8.7,4.8,8.9,2.3
USER_00237,Female,46-55,Netherlands,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,5.78,Daily,18,Very Complex,Often,7,9,6,Rarely,Daily,4,7.9,4.5,6.9
USER_00238,Male,55-65,Sweden,Consultant,Master Degree,Advanced,Claude,Business Analysis,3.45,5-6 times/week,10,Complex,Sometimes,6,7,8,Sometimes,Often,4.8,5.9,5.2,8.3
USER_00239,Female,26-35,Singapore,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.12,Daily,15,Complex,Often,9,6,4,Sometimes,Often,4.8,7.5,5.3,5
USER_00240,Male,36-45,UAE,Software Developer,Master Degree,Expert,Multiple Tools,Work Tasks,7.34,Daily,23,Very Complex,Often,8,9,6,Rarely,Daily,3.7,9.2,4.6,6.9
USER_00241,Female,18-25,USA,Student,Some College,Intermediate,ChatGPT,Learning,3.01,5-6 times/week,8,Moderate,Sometimes,6,6,5,Sometimes,Sometimes,5.4,5.4,5.7,5.2
USER_00242,Male,25-35,Canada,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.78,Daily,17,Complex,Often,8,7,5,Sometimes,Often,4.6,7.3,5,5.4
USER_00243,Female,46-55,UK,Teacher,Bachelor Degree,Intermediate,Grammarly,Work Tasks,2.45,3-4 times/week,9,Moderate,Always,5,8,7,Never,Sometimes,3.7,4.2,4,7.8
USER_00244,Male,55-65,Germany,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.76,1-2 times/week,6,Moderate,Often,4,6,8,Rarely,Rarely,4.9,3.3,4.8,8.1
USER_00245,Female,26-35,Australia,Researcher,PhD,Expert,Claude,Research,5.67,Daily,24,Very Complex,Always,5,9,8,Never,Daily,2.5,7.9,2.9,8.8
USER_00246,Male,36-45,India,Entrepreneur,Bachelor Degree,Advanced,Multiple Tools,Business Analysis,6.23,Daily,19,Very Complex,Often,8,8,6,Sometimes,Daily,4.1,8.4,4.8,6.8
USER_00247,Female,18-25,France,Student,High School,Beginner,ChatGPT,Academic Work,2.67,Daily,5,Simple,Sometimes,8,3,3,Often,Rarely,7,4.9,7.3,3.2
USER_00248,Male,46-55,Japan,Writer,Master Degree,Advanced,Jasper,Content Creation,5.56,Daily,16,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,7.8,5.7,4.8
USER_00249,Female,55-65,Brazil,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,2.34,3-4 times/week,7,Moderate,Often,5,8,8,Sometimes,Sometimes,4.2,4.1,4.4,8.2
USER_00250,Male,26-35,Mexico,Data Scientist,PhD,Expert,ChatGPT,Research,6.45,Daily,22,Very Complex,Always,6,9,7,Never,Daily,2.9,8.8,3.2,7.9
USER_00251,Female,36-45,South Korea,Marketing Manager,Master Degree,Advanced,Copy.ai,Content Creation,4.23,5-6 times/week,13,Complex,Sometimes,7,7,5,Sometimes,Often,5.1,6.7,5.6,5.7
USER_00252,Male,18-25,Netherlands,Student,Some College,Intermediate,Claude,Learning,3.12,Daily,7,Moderate,Sometimes,6,6,4,Sometimes,Sometimes,5.5,5.5,5.8,4.4
USER_00253,Female,25-35,Sweden,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.01,Daily,20,Very Complex,Often,7,8,6,Rarely,Daily,4,8.2,4.6,6.8
USER_00254,Male,46-55,Singapore,Consultant,Master Degree,Advanced,Perplexity,Business Analysis,3.89,5-6 times/week,11,Complex,Sometimes,6,8,8,Sometimes,Often,4.6,6.2,5,8.1
USER_00255,Female,55-65,UAE,Doctor,PhD,Intermediate,ChatGPT,Research,2.12,3-4 times/week,4,Complex,Always,4,9,9,Never,Often,2.8,3.5,3.4,9.3
USER_00256,Male,26-35,USA,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.34,Daily,18,Complex,Often,9,6,4,Sometimes,Often,4.7,7.7,5.4,4.9
USER_00257,Female,36-45,Canada,Lawyer,Master Degree,Advanced,Claude,Research,3.23,5-6 times/week,12,Complex,Always,5,9,9,Never,Often,2.8,5.6,3.4,9.1
USER_00258,Male,18-25,UK,Student,High School,Beginner,ChatGPT,Learning,2.78,Daily,6,Simple,Rarely,8,3,2,Often,Never,8.4,4.8,8.6,2.5
USER_00259,Female,46-55,Germany,Designer,Bachelor Degree,Advanced,Midjourney,Creative Projects,4.45,Daily,15,Moderate,Often,8,6,5,Sometimes,Often,4.9,7,5.4,5.6
USER_00260,Male,55-65,Australia,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.89,1-2 times/week,3,Simple,Sometimes,6,4,4,Often,Rarely,6.3,3,6.6,4.3
USER_00261,Female,26-35,India,Analyst,Master Degree,Advanced,Multiple Tools,Research,4.67,Daily,16,Complex,Often,7,8,6,Rarely,Often,4.3,7.2,4.8,6.1
USER_00262,Male,36-45,France,Software Developer,Bachelor Degree,Expert,Copilot,Work Tasks,7.12,Daily,21,Very Complex,Often,8,9,6,Sometimes,Daily,3.8,9,4.7,6.9
USER_00263,Female,18-25,Japan,Student,Some College,Intermediate,ChatGPT,Academic Work,3.34,Daily,8,Moderate,Sometimes,6,7,4,Sometimes,Sometimes,5.6,5.7,5.9,4.5
USER_00264,Male,25-35,Brazil,Writer,Master Degree,Advanced,Jasper,Content Creation,5.45,Daily,17,Complex,Sometimes,8,7,4,Sometimes,Often,4.8,7.8,5.7,4.8
USER_00265,Female,46-55,Mexico,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,3.12,5-6 times/week,10,Moderate,Often,6,8,7,Sometimes,Sometimes,4.4,5.8,4.6,7
USER_00266,Male,55-65,South Korea,Doctor,PhD,Advanced,ChatGPT,Research,2.23,3-4 times/week,6,Complex,Always,4,9,9,Never,Often,2.7,3.8,3.3,9.2
USER_00267,Female,26-35,Netherlands,Marketing Manager,Master Degree,Advanced,Copy.ai,Content Creation,4.34,5-6 times/week,14,Complex,Sometimes,7,7,6,Sometimes,Often,5.1,6.8,5.6,6.3
USER_00268,Male,36-45,Sweden,Engineer,Bachelor Degree,Expert,Multiple Tools,Work Tasks,6.23,Daily,19,Very Complex,Often,7,8,6,Rarely,Daily,4,8.4,4.6,6.8
USER_00269,Female,18-25,Singapore,Student,High School,Beginner,ChatGPT,Learning,2.89,Daily,5,Simple,Sometimes,8,3,2,Often,Rarely,7.1,5,7.4,3.1
USER_00270,Male,46-55,UAE,Consultant,Master Degree,Advanced,Perplexity,Business Analysis,3.78,5-6 times/week,12,Complex,Sometimes,6,8,8,Sometimes,Often,4.7,6.1,5.1,8.2
USER_00271,Female,55-65,USA,Teacher,Bachelor Degree,Intermediate,Grammarly,Work Tasks,2.01,1-2 times/week,7,Moderate,Always,5,8,8,Never,Sometimes,3.9,3.4,4.2,8
USER_00272,Male,26-35,Canada,Data Scientist,PhD,Expert,ChatGPT,Research,6.56,Daily,23,Very Complex,Always,6,9,7,Never,Daily,2.9,8.9,3.3,7.8
USER_00273,Female,36-45,UK,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.12,Daily,16,Complex,Often,9,6,4,Sometimes,Often,4.8,7.5,5.3,5
USER_00274,Male,18-25,Germany,Student,Some College,Intermediate,Claude,Academic Work,3.23,5-6 times/week,9,Moderate,Sometimes,6,6,5,Sometimes,Sometimes,5.4,5.6,5.7,5.3
USER_00275,Female,25-35,Australia,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.67,Daily,18,Complex,Often,8,7,5,Sometimes,Often,4.7,7.2,5.1,5.4
USER_00276,Male,46-55,India,Entrepreneur,Bachelor Degree,Advanced,Multiple Tools,Business Analysis,5.89,Daily,15,Very Complex,Often,8,8,6,Sometimes,Daily,4.1,8.1,4.9,6.8
USER_00277,Female,55-65,France,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.87,1-2 times/week,4,Moderate,Often,5,6,7,Rarely,Sometimes,4.6,3.2,4.7,7.4
USER_00278,Male,26-35,Japan,Writer,Bachelor Degree,Advanced,Jasper,Content Creation,5.67,Daily,20,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,8,5.8,4.8
USER_00279,Female,36-45,Brazil,Project Manager,Master Degree,Intermediate,Notion AI,Work Tasks,3.45,5-6 times/week,11,Moderate,Often,6,8,6,Sometimes,Sometimes,4.3,6,4.5,6.7
USER_00280,Male,18-25,Mexico,Student,High School,Beginner,ChatGPT,Learning,2.65,Daily,4,Simple,Rarely,9,2,1,Often,Never,9.3,4.5,9.5,1.7
USER_00281,Female,25-35,South Korea,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.12,Daily,17,Very Complex,Often,7,8,6,Rarely,Daily,4,8.3,4.6,6.8
USER_00282,Male,46-55,Netherlands,Consultant,PhD,Advanced,Claude,Business Analysis,4.01,5-6 times/week,13,Complex,Sometimes,6,8,8,Sometimes,Often,4.6,6.3,5,8.1
USER_00283,Female,55-65,Sweden,Doctor,Master Degree,Intermediate,ChatGPT,Research,2.34,3-4 times/week,8,Complex,Always,4,9,9,Never,Often,2.9,4,3.5,9
USER_00284,Male,26-35,Singapore,Analyst,Bachelor Degree,Advanced,Perplexity,Research,4.45,Daily,16,Complex,Often,7,8,5,Rarely,Often,4.4,7,4.9,5.9
